RBP	miRNA	sum_RBP_per_total	sum_miRNA_per_total	average
CPSF6	hsa-mir-18b	0	0	0
CPSF6	hsa-mir-199a-1	0	0	0
CPSF6	hsa-mir-199a-2	0	0	0
CPSF6	hsa-mir-19a	0	0	0
CPSF6	hsa-mir-19b-1	0	0	0
CPSF6	hsa-mir-19b-2	0	0	0
CPSF6	hsa-mir-200a	0	0	0
CPSF6	hsa-mir-200b	0	0	0
CPSF6	hsa-mir-200c	0	0	0
CPSF6	hsa-mir-205	0	0	0
CPSF6	hsa-mir-206	0	0	0
CPSF6	hsa-mir-20a	0	0	0
CPSF6	hsa-mir-20b	0	0	0
CPSF6	hsa-mir-21	0	0	0
CPSF6	hsa-mir-214	0	0	0
CPSF6	hsa-mir-221	0	0	0
CPSF6	hsa-mir-222	0	0	0
CPSF6	hsa-mir-25	0	0	0
CPSF6	hsa-mir-29a	0	0	0
CPSF6	hsa-mir-29b-1	0	0	0
CPSF6	hsa-mir-29b-2	0	0	0
CPSF6	hsa-mir-29c	0	0	0
CPSF6	hsa-mir-31	0	0	0
CPSF6	hsa-mir-34a	0	0	0
CPSF6	hsa-mir-34b	0	0	0
CPSF6	hsa-mir-34c	0	0	0
CPSF6	hsa-mir-363	0	0	0
CPSF6	hsa-mir-429	0	0	0
CPSF6	hsa-mir-451	0	0	0
CPSF6	hsa-mir-7-1	0	0	0
CPSF6	hsa-mir-7-2	0	0	0
CPSF6	hsa-mir-7-3	0	0	0
CPSF6	hsa-mir-9-1	0	0	0
CPSF6	hsa-mir-9-2	0	0	0
CPSF6	hsa-mir-9-3	0	0	0
CPSF6	hsa-mir-92a-1	0	0	0
CPSF6	hsa-mir-92a-2	0	0	0
CPSF6	hsa-mir-93	0	0	0
CPSF6	hsa-mir-98	0	0	0
CPSF7	hsa-let-7a-1	0	0	0
CPSF7	hsa-let-7a-2	0	0	0
CPSF7	hsa-let-7a-3	0	0	0
CPSF7	hsa-let-7b	0	0	0
CPSF7	hsa-let-7c	0	0	0
CPSF7	hsa-let-7d	0	0	0
CPSF7	hsa-let-7e	0	0	0
CPSF7	hsa-let-7f-1	0	0	0
CPSF7	hsa-let-7f-2	0	0	0
CPSF7	hsa-let-7g	0	0	0
CPSF7	hsa-let-7i	0	0	0
CPSF7	hsa-mir-1-1	0	0	0
CPSF7	hsa-mir-1-2	0	NA	NA
CPSF7	hsa-mir-106a	0	0	0
CPSF7	hsa-mir-106b	0	0	0
CPSF7	hsa-mir-107	0	0	0
CPSF7	hsa-mir-10b	60	2.54237288135593	31.271186440678
CPSF7	hsa-mir-122	0	0	0
CPSF7	hsa-mir-128-1	0	0	0
CPSF7	hsa-mir-128-2	0	0	0
CPSF7	hsa-mir-138-1	0	NA	NA
CPSF7	hsa-mir-138-2	0	0	0
CPSF7	hsa-mir-140	0	NA	NA
CPSF7	hsa-mir-141	0	0	0
CPSF7	hsa-mir-143	0	0	0
CPSF7	hsa-mir-145	0	0	0
CPSF7	hsa-mir-155	0	0	0
CPSF7	hsa-mir-15a	0	0	0
CPSF7	hsa-mir-15b	0	0	0
CPSF7	hsa-mir-16-1	0	0	0
CPSF7	hsa-mir-16-2	0	0	0
CPSF7	hsa-mir-17	0	0	0
CPSF7	hsa-mir-18a	0	0	0
CPSF7	hsa-mir-18b	0	0	0
CPSF7	hsa-mir-199a-1	0	0	0
CPSF7	hsa-mir-199a-2	0	0	0
CPSF7	hsa-mir-19a	0	0	0
CPSF7	hsa-mir-19b-1	0	0	0
CPSF7	hsa-mir-19b-2	0	0	0
CPSF7	hsa-mir-200a	0	0	0
CPSF7	hsa-mir-200b	0	0	0
CPSF7	hsa-mir-200c	0	0	0
CPSF7	hsa-mir-205	0	0	0
CPSF7	hsa-mir-206	0	0	0
CPSF7	hsa-mir-20a	0	0	0
CPSF7	hsa-mir-20b	0	0	0
CPSF7	hsa-mir-21	0	0	0
CPSF7	hsa-mir-214	0	0	0
CPSF7	hsa-mir-221	0	0	0
CPSF7	hsa-mir-222	0	0	0
CPSF7	hsa-mir-25	0	0	0
CPSF7	hsa-mir-29a	0	0	0
CPSF7	hsa-mir-29b-1	0	0	0
CPSF7	hsa-mir-29b-2	0	0	0
CPSF7	hsa-mir-29c	0	0	0
CPSF7	hsa-mir-31	0	0	0
CPSF7	hsa-mir-34a	0	0	0
CPSF7	hsa-mir-34b	40	0.952380952380952	20.4761904761905
CPSF7	hsa-mir-34c	0	0	0
CPSF7	hsa-mir-363	0	0	0
CPSF7	hsa-mir-429	0	0	0
CPSF7	hsa-mir-451	0	0	0
CPSF7	hsa-mir-7-1	0	0	0
CPSF7	hsa-mir-7-2	0	0	0
CPSF7	hsa-mir-7-3	0	0	0
CPSF7	hsa-mir-9-1	0	0	0
CPSF7	hsa-mir-9-2	0	0	0
CPSF7	hsa-mir-9-3	0	0	0
CPSF7	hsa-mir-92a-1	0	0	0
CPSF7	hsa-mir-92a-2	0	0	0
CPSF7	hsa-mir-93	0	0	0
CPSF7	hsa-mir-98	0	0	0
DARS	hsa-let-7a-1	3.77358490566038	0.447427293064877	2.11050609936263
DARS	hsa-let-7a-2	0	0	0
DARS	hsa-let-7a-3	3.77358490566038	0.294550810014728	2.03406785783755
DARS	hsa-let-7b	0	0	0
DARS	hsa-let-7c	3.77358490566038	0.363636363636364	2.06861063464837
DARS	hsa-let-7d	0	0	0
DARS	hsa-let-7e	0	0	0
DARS	hsa-let-7f-1	0	0	0
DARS	hsa-let-7f-2	0	0	0
DARS	hsa-let-7g	5.66037735849057	0.377833753148615	3.01910555581959
DARS	hsa-let-7i	0	0	0
DARS	hsa-mir-1-1	0	0	0
DARS	hsa-mir-1-2	0	NA	NA
